id,budget,popularity,runtime,genres,release_date,vote_average,vote_count,revenue
274854,90000000,52.612025,106.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",2015-10-21,5.7,1316,146936910
8870,80000000,13.800656,106.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2000-11-10,5.4,267,33463969
9992,86000000,27.097932,94.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2006-12-13,6.0,639,107944236
36970,0,10.706613,84.0,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10751, ""name"": ""Family""}]",2009-10-17,7.3,111,19406406
10077,80000000,7.342892,110.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",2005-05-15,4.8,111,5989640
76649,130000000,50.561849,105.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2014-02-18,5.2,1267,117831631
293644,8000000,0.719996,89.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}]",2015-10-30,5.3,9,0
453,60000000,59.248437,135.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2001-12-11,7.7,3009,313542341
8587,45000000,90.457886,89.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",1994-06-23,8.0,5376,788241776
72545,79000000,40.723459,94.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2012-01-19,5.8,1030,355692760
109451,78000000,41.247402,95.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",2013-09-26,6.4,915,248384621
9533,78000000,10.083905,124.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",2002-09-29,6.7,1115,209196298
2023,100000000,16.759252,136.0,"[{""id"": 37, ""name"": ""Western""}, {""id"": 12, ""name"": ""Adventure""}]",2004-03-05,6.5,318,108103450
71880,79000000,22.132418,91.0,"[{""id"": 35, ""name"": ""Comedy""}]",2011-11-11,4.1,604,149673788
584,76000000,10.520961,107.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2003-06-05,6.2,2028,236350661
309809,64000000,35.384423,92.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}]",2015-07-29,7.6,756,97571250
4858,80000000,15.673154,99.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2007-08-17,5.7,359,15071514
17711,76000000,8.981427,88.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2000-06-30,3.9,87,35134820
328111,75000000,31.482872,87.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2016-06-18,5.9,3462,875958308
8698,78000000,47.436675,110.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2003-07-11,5.7,1155,179265204
93456,76000000,136.886704,98.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2013-06-25,7.0,4637,970761885
602,75000000,60.442593,145.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",1996-06-25,6.7,3260,816969268
330,73000000,2.502487,129.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1997-05-23,6.2,2487,229074524
953,75000000,48.110909,86.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",2005-05-25,6.6,3237,532680671
9693,76000000,35.387874,109.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",2006-09-22,7.4,2071,69959751
36657,75000000,4.66891,104.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2000-07-13,6.8,4097,296339527
8909,75000000,73.82289,110.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2008-06-19,6.4,2528,258270008
9802,75000000,51.469576,136.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1996-06-06,6.9,1456,335062621
950,80000000,85.115058,91.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",2006-03-23,6.5,2951,660940780
1824,75000000,61.437586,99.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2004-02-13,6.6,2105,196482882
2976,50000000,31.160542,117.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",2007-07-13,6.5,709,90450008
11026,80000000,15.761384,114.0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2004-08-20,4.7,183,78000586
332,75000000,17.561955,78.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1999-07-23,4.3,318,0
75656,75000000,71.124686,115.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2013-05-29,7.3,5487,117698894
38365,80000000,38.864027,102.0,"[{""id"": 35, ""name"": ""Comedy""}]",2010-06-24,6.0,1705,271430189
594,60000000,57.753914,128.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2004-06-17,7.0,1910,219417255
15189,35000000,13.25753,100.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2009-01-16,5.7,202,73034460
11678,75000000,13.318744,124.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2000-12-08,5.9,283,215663859
6538,75000000,18.70031,102.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2007-12-19,6.5,338,119000410
10555,75000000,47.094369,90.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2004-09-20,5.8,1557,367275019
1125,70000000,14.486311,134.0,"[{""id"": 18, ""name"": ""Drama""}]",2006-12-25,6.6,284,154937680
4551,53000000,18.61472,118.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2005-03-04,5.4,292,95226116
612,70000000,29.035222,164.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",2005-12-22,6.9,696,130358911
9567,70000000,27.055085,121.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2003-03-07,6.4,573,85632458
37821,75000000,23.004607,100.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",2010-06-04,5.7,772,98159963
203801,75000000,48.744209,116.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",2015-08-13,7.1,2265,108145109
2539,80000000,14.209329,130.0,"[{""id"": 35, ""name"": ""Comedy""}]",2004-12-17,5.8,369,55041367
9297,75000000,36.368839,91.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2006-07-21,6.3,874,140175006
3172,75000000,24.353302,123.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",2001-10-12,6.2,302,67631903
6520,55000000,19.143321,134.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1995-07-07,5.9,311,127600435
1439,75000000,13.327372,148.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",1999-12-16,6.4,197,0
37958,75000000,37.917002,110.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",2011-11-10,5.7,880,226904017
2026,52000000,23.663713,113.0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2005-03-09,6.2,512,77944725
7450,75000000,14.44381,94.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",2000-06-16,6.3,313,36754634
11375,75000000,10.605084,116.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",2003-06-09,5.0,166,51142659
9425,75000000,11.873856,99.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 878, ""name"": ""Science Fiction""}]",1998-10-23,6.1,221,14567883
25769,0,12.708963,84.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2009-09-04,5.8,282,5802422
23685,75000000,8.098369,93.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2001-02-23,4.3,78,5409517
11866,45000000,20.374308,113.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2004-12-17,5.7,276,21009180
9741,75000000,42.006908,106.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",2000-11-13,6.9,1946,248118121
211672,74000000,875.581305,91.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2015-06-17,6.4,4571,1156730962
23629,82000000,39.127082,110.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",2011-03-24,5.9,1623,89792502
8688,73000000,20.790703,98.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",1998-08-07,5.8,327,103891409
10153,75000000,18.65988,134.0,"[{""id"": 878, ""name"": ""Science Fiction""}]",1998-02-13,5.8,476,13100000
153518,73000000,45.720894,97.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",2016-05-11,5.9,1022,349779543
8676,70000000,21.789615,112.0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",2008-02-07,5.4,444,111231041
20829,75000000,20.199057,146.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2009-07-31,5.7,390,61458982
4349,70000000,26.123705,110.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",2007-08-22,6.5,513,86658558
9718,72500000,12.599836,116.0,"[{""id"": 35, ""name"": ""Comedy""}]",2006-08-04,6.2,491,162966177
10808,70000000,13.543053,87.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]",2001-06-22,4.9,410,176104344
197,72000000,60.722162,177.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1995-05-24,7.7,3336,210000000
25,72000000,32.227223,125.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2005-11-04,6.6,765,96889998
35,75000000,46.875375,87.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2007-07-25,6.9,2264,527068851
11086,72000000,11.215702,152.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2001-12-21,6.6,188,37317558
10477,94000000,8.468586,116.0,"[{""id"": 28, ""name"": ""Action""}]",2001-04-27,4.5,179,54744738
1997,74500000,8.884318,109.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2004-04-07,6.9,180,62172050
6947,60000000,27.491891,108.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2004-07-30,6.2,1071,256697520
3050,71000000,21.462935,85.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1998-06-22,5.4,686,294456605
2675,72000000,28.848187,106.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",2002-08-02,6.4,1599,408247917
809,150000000,47.320801,93.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2004-05-19,6.7,2988,919838758
920,120000000,82.643036,117.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2006-06-08,6.6,3877,461983149
4806,70000000,20.230535,116.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1999-07-30,5.7,455,309457509
7451,70000000,46.217769,124.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2002-08-09,5.8,1424,277448382
228165,74000000,36.952268,93.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2015-02-05,5.8,719,311594032
3595,80000000,16.411345,117.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1996-11-08,6.4,470,309492681
16869,70000000,72.595961,153.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",2009-08-18,7.9,6430,319131050
879,70000000,33.648404,144.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1991-12-11,6.6,1532,300854823
1573,70000000,57.69847,124.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",1990-07-02,6.6,1896,240031094
9257,80000000,34.052253,117.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2003-08-08,5.8,770,116643346
1903,68000000,27.299301,136.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2001-12-10,6.5,1078,203388341
9697,75000000,20.219385,110.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}]",2006-07-21,5.3,409,42285169
395,70000000,42.957216,101.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",2004-08-12,5.5,1217,171183863
23398,75000000,29.412262,88.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",2009-12-21,5.4,666,443140005
10590,75000000,19.708731,138.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",2002-03-01,6.7,521,114660784
117263,70000000,59.428223,120.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2013-03-20,6.2,2981,161025640
200,70000000,19.711951,103.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1998-12-10,6.3,391,118000000
44943,70000000,49.199234,116.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2011-03-08,5.5,1448,202466756
587,70000000,46.199482,125.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",2003-12-25,7.6,1994,122919055
10395,0,13.758526,125.0,"[{""id"": 14, ""name"": ""Fantasy""}]",1994-06-17,6.0,216,0
57212,66000000,29.505574,146.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2011-12-25,7.0,992,177584879
152760,70000000,43.873266,118.0,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}]",2014-01-24,5.8,1523,154984035
2756,70000000,24.961625,139.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",1989-08-09,7.1,808,90000098
33909,70000000,23.25645,133.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2010-09-02,5.8,493,134748021
49017,70000000,64.457947,92.0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10752, ""name"": ""War""}]",2014-10-01,6.2,2389,215529201
9882,70000000,20.089933,116.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1998-11-06,6.0,352,116672912
2270,70000000,48.032734,127.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",2007-08-09,7.1,1184,135560026
978,70000000,16.92991,136.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1997-09-12,7.0,630,131457682
44564,70000000,14.780634,111.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2011-01-13,5.2,304,67112664
3132,70000000,14.086292,116.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",2002-06-07,5.4,228,65977295
8814,60000000,29.261348,105.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",2005-10-20,5.0,609,55987321
8427,70000000,13.267631,97.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",2002-10-31,5.2,269,33561137
52520,70000000,58.401204,88.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",2012-01-19,6.1,1862,160112671
80585,75000000,23.515938,123.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",2012-06-13,6.0,385,59418613
10592,70000000,14.244518,125.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2002-02-15,5.9,241,32287044
49021,66000000,29.501489,116.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2011-09-23,6.1,695,57777106
11535,0,9.306253,98.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2002-02-08,3.4,106,0
10550,70000000,8.37378,91.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2002-09-20,4.3,97,19924033
11258,70000000,10.930537,97.0,"[{""id"": 53, ""name"": ""Thriller""}]",1998-01-16,5.5,179,19870567
12610,75000000,10.54544,95.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2001-08-07,5.9,228,13596911
59981,70000000,6.682006,88.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",2013-06-13,5.9,43,18662027
201088,70000000,46.832372,133.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",2015-01-13,5.1,826,17752940
5137,70000000,24.664776,107.0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",2004-09-17,5.7,439,57958696
3093,70000000,13.483387,114.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2006-03-29,4.6,180,38629478
107846,50000000,44.478043,115.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2013-10-09,6.7,1659,122915111
188207,70000000,25.020428,99.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",2014-01-10,4.4,533,61279452
4614,68000000,22.392544,124.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",2002-05-31,5.9,437,193000000
24021,68000000,107.069763,124.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2010-06-23,5.8,2301,698491347
11371,68000000,22.572323,124.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2001-07-13,6.7,423,71069884
20352,69000000,113.858273,95.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2010-07-08,7.1,6478,543513985
11517,60000000,10.004564,103.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1995-11-21,5.4,222,35431113
214756,68000000,68.734513,115.0,"[{""id"": 35, ""name"": ""Comedy""}]",2015-06-25,6.2,2463,217022588
26428,70000000,18.888806,127.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2009-05-17,6.9,395,39041505
9824,68000000,12.948627,121.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1999-08-06,5.7,250,29762011
48988,36000000,27.11589,105.0,"[{""id"": 35, ""name"": ""Comedy""}]",2011-02-25,5.4,611,83160734
9008,90000000,26.153669,157.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1999-10-28,7.3,481,60289912
300673,80000000,28.223664,114.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",2016-01-25,6.3,588,52099090
12113,70000000,37.507136,128.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2008-10-10,6.5,895,113280098
